person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(12, 12)","(56, 57)",": On the comedy, which ran from 1987 through 1997, Ed (right) and Katey Sagal (left) starred as a mismatched couple      Big hit: The first prime-time show to air on the FOX network, Married With Children co-starred Christina Applegate (left) and David Faustino (right) as the Bundys' children   Squeezed into a tight, black top, Sofia showed off plenty cleavage, just as actress Katey Sagal did on the original 1987-1997 comedy.   ","[':', 'On', 'the', 'comedy', ',', 'which', 'ran', 'from', '1987', 'through', '1997', ',', 'Ed', '(', 'right', ')', 'and', 'Katey', 'Sagal', '(', 'left', ')', 'starred', 'as', 'a', 'mismatched', 'couple', '', 'Big', 'hit', ':', 'The', 'first', 'prime', '-', 'time', 'show', 'to', 'air', 'on', 'the', 'FOX', 'network', ',', 'Married', 'With', 'Children', 'co', '-', 'starred', 'Christina', 'Applegate', '(', 'left', ')', 'and', 'David', 'Faustino', '(', 'right', ')', 'as', 'the', 'Bundys', '', 'children', '', 'Squeezed', 'into', 'a', 'tight', ',', 'black', 'top', ',', 'Sofia', 'showed', 'off', 'plenty', 'cleavage', ',', 'just', 'as', 'actress', 'Katey', 'Sagal', 'did', 'on', 'the', 'original', '1987', '-', '1997', 'comedy', '.', '']","['(', 'right', ')', 'and']","['(', 'right', ')', 'as']","['(', 'right', ')', 'and', 'Katey', 'Sagal', '(', 'left', ')', 'starred', 'as', 'a', 'mismatched', 'couple', '', 'Big', 'hit', ':', 'The', 'first', 'prime', '-', 'time', 'show', 'to', 'air', 'on', 'the', 'FOX', 'network', ',', 'Married', 'With', 'Children', 'co', '-', 'starred', 'Christina', 'Applegate', '(', 'left', ')', 'and']",0
"(13, 13)","(17, 18)","See the sexy…   Eve Hewson (yep, the daughter of Bono and his wife Ali Hewson) is on a roll.","['See', 'the', 'sexy', '…', '', 'Eve', 'Hewson', '(', 'yep', ',', 'the', 'daughter', 'of', 'Bono', 'and', 'his', 'wife', 'Ali', 'Hewson', ')', 'is', 'on', 'a', 'roll', '.']","['and', 'his', 'wife', 'Ali']","[')', 'is', 'on', 'a']","['and', 'his', 'wife']",1
"(62, 62)","(64, 65)","Mark Constantino shot his wife Debby (pictured together) and her boyfriend amid a tense standoff with police, it has been claimed    The couple featured in recent years on the Travel Channel's series, including episodes shot at the Mustang Ranch brothel east of Reno, the Goldfield Hotel and the Market Street Cinema in San Francisco     Mark and Debby Constantino (pictured left and right) had a long history of domestic violence, a police source said   Police today told the New York Post Mr Constantino had killed the pair of them before turning the gun on himself.   ","['Mark', 'Constantino', 'shot', 'his', 'wife', 'Debby', '(', 'pictured', 'together', ')', 'and', 'her', 'boyfriend', 'amid', 'a', 'tense', 'standoff', 'with', 'police', ',', 'it', 'has', 'been', 'claimed', '', 'The', 'couple', 'featured', 'in', 'recent', 'years', 'on', 'the', 'Travel', 'Channel', 's', 'series', ',', 'including', 'episodes', 'shot', 'at', 'the', 'Mustang', 'Ranch', 'brothel', 'east', 'of', 'Reno', ',', 'the', 'Goldfield', 'Hotel', 'and', 'the', 'Market', 'Street', 'Cinema', 'in', 'San', 'Francisco', '', 'Mark', 'and', 'Debby', 'Constantino', '(', 'pictured', 'left', 'and', 'right', ')', 'had', 'a', 'long', 'history', 'of', 'domestic', 'violence', ',', 'a', 'police', 'source', 'said', '', 'Police', 'today', 'told', 'the', 'New', 'York', 'Post', 'Mr', 'Constantino', '', 'had', 'killed', 'the', 'pair', 'of', 'them', 'before', 'turning', 'the', 'gun', 'on', 'himself', '.', '']","['and', 'Debby', 'Constantino', '(']","['(', 'pictured', 'left', 'and']",['and'],1
"(6, 7)","(14, 14)","The animated movie finds Lavigne voicing Snow White and starring alongside Demi Lovato (Lenore), Ashley Tisdale (Cinderella), and Chinese singing sensation G.E.M. (Sleeping Beauty).","['The', 'animated', 'movie', 'finds', 'Lavigne', 'voicing', 'Snow', 'White', 'and', 'starring', 'alongside', 'Demi', 'Lovato', '(', 'Lenore', ')', ',', 'Ashley', 'Tisdale', '(', 'Cinderella', ')', ',', 'and', 'Chinese', 'singing', 'sensation', 'G.E.M.', '(', 'Sleeping', 'Beauty', ')', '.']","['and', 'starring', 'alongside', 'Demi']","[')', ',', 'Ashley', 'Tisdale']","['and', 'starring', 'alongside', 'Demi', 'Lovato', '(']",0
"(43, 44)","(76, 76)","Mr. Otteh said that in many instances, cases of misconduct, particularly those concerning corruption occurring in the course of a judicial adjudication are only known after the fact, and there is usually no timeline for coming to the knowledge.   ""In most cases, the corrupt conduct of a judicial officer may only become public knowledge following a careless slip or from the irrepressible work of investigative reporters,"" Mr. Otteh said.   ","['Mr.', 'Otteh', 'said', 'that', 'in', 'many', 'instances', ',', 'cases', 'of', 'misconduct', ',', 'particularly', 'those', 'concerning', 'corruption', 'occurring', 'in', 'the', 'course', 'of', 'a', 'judicial', 'adjudication', 'are', 'only', 'known', 'after', 'the', 'fact', ',', 'and', 'there', 'is', 'usually', 'no', 'timeline', 'for', 'coming', 'to', 'the', 'knowledge', '.', '', '""', 'In', 'most', 'cases', ',', 'the', 'corrupt', 'conduct', 'of', 'a', 'judicial', 'officer', 'may', 'only', 'become', 'public', 'knowledge', 'following', 'a', 'careless', 'slip', 'or', 'from', 'the', 'irrepressible', 'work', 'of', 'investigative', 'reporters', ',', '""', 'Mr.', 'Otteh', 'said', '.', '']","['In', 'most', 'cases', ',']","['said', '.', '']","['In', 'most', 'cases', ',', 'the', 'corrupt', 'conduct', 'of', 'a', 'judicial', 'officer', 'may', 'only', 'become', 'public', 'knowledge', 'following', 'a', 'careless', 'slip', 'or', 'from', 'the', 'irrepressible', 'work', 'of', 'investigative', 'reporters', ',', '""', 'Mr.']",0
"(22, 22)","(32, 33)","Jake Ganus's team's win over SC wasn't enough for the linebacker, who decided to win over his girlfriend Peyton with a proposal on Saturday (pictured)      Peyton Thomas said yes and the two embraced while onlookers took photos      During the applause, Janus  put a ring on Peyton's finger at Sanford Stadium   She later tweeted: 'Tonight @jakeganus_51 asked me to marry him and I said yes!!!    '","['Jake', 'Ganus', 's', 'team', 's', 'win', 'over', 'SC', 'was', ""n't"", 'enough', 'for', 'the', 'linebacker', ',', 'who', 'decided', 'to', 'win', 'over', 'his', 'girlfriend', 'Peyton', 'with', 'a', 'proposal', 'on', 'Saturday', '(', 'pictured', ')', '', 'Peyton', 'Thomas', 'said', 'yes', 'and', 'the', 'two', 'embraced', 'while', 'onlookers', 'took', 'photos', '', 'During', 'the', 'applause', ',', 'Janus', '', 'put', 'a', 'ring', 'on', 'Peyton', 's', 'finger', 'at', '', 'Sanford', 'Stadium', '', 'She', 'later', 'tweeted', ':', '', 'Tonight', '@jakeganus_51', 'asked', 'me', 'to', 'marry', 'him', 'and', 'I', 'said', 'yes', '!', '!', '!', '', '']","['with', 'a', 'proposal', 'on']","['said', 'yes', 'and', 'the']","['with', 'a', 'proposal', 'on', 'Saturday', '(', 'pictured', ')', '']",0
"(15, 16)","(20, 21)","The Chinese president was greeted at Andrews Air Force Base by United States Vice President Joe Biden, soon after Pope Francis left the US capital for New York.","['The', 'Chinese', 'president', 'was', 'greeted', 'at', 'Andrews', 'Air', 'Force', 'Base', 'by', 'United', 'States', 'Vice', 'President', 'Joe', 'Biden', ',', 'soon', 'after', 'Pope', 'Francis', 'left', 'the', 'US', 'capital', 'for', 'New', 'York', '.']","[',', 'soon', 'after', 'Pope']","['left', 'the', 'US', 'capital']","[',', 'soon', 'after']",0
"(80, 80)","(111, 112)","However Principal Magistrate Robinson Oigara dismissed the claim stating that she would have sustained some injuries if that was the case   On the day of the incident the defendant is said to have prepared the children for school completed her house chores then later walked into their bedroom where Patrick was lying in bed and splashed acid on him She then locked the door and escaped only for the neighbours to hear screams from the house before coming to Njue's rescue Evidence presented in court proved that on hearing the husband was still alive she rushed to the hospital Njue was admitted in an attempt to finish her mission Vernicia Ruguru was sentenced to life in prison but was granted 14 days to appeal the judgement
","['However', 'Principal', 'Magistrate', 'Robinson', 'Oigara', 'dismissed', 'the', 'claim', 'stating', 'that', 'she', 'would', 'have', 'sustained', 'some', 'injuries', 'if', 'that', 'was', 'the', 'case', '', 'On', 'the', 'day', 'of', 'the', 'incident', 'the', 'defendant', 'is', 'said', 'to', 'have', 'prepared', 'the', 'children', 'for', 'school', 'completed', 'her', 'house', 'chores', 'then', 'later', 'walked', 'into', 'their', 'bedroom', 'where', 'Patrick', 'was', 'lying', 'in', 'bed', 'and', 'splashed', 'acid', 'on', 'him', 'She', 'then', 'locked', 'the', 'door', 'and', 'escaped', 'only', 'for', 'the', 'neighbours', 'to', 'hear', 'screams', 'from', 'the', 'house', 'before', 'coming', 'to', 'Njue', 's', 'rescue', 'Evidence', 'presented', 'in', 'court', 'proved', 'that', 'on', 'hearing', 'the', 'husband', 'was', 'still', 'alive', 'she', 'rushed', 'to', 'the', 'hospital', 'Njue', 'was', 'admitted', 'in', 'an', 'attempt', 'to', 'finish', 'her', 'mission', 'Vernicia', 'Ruguru', 'was', 'sentenced', 'to', 'life', 'in', 'prison', 'but', 'was', 'granted', '14', 'days', 'to', 'appeal', 'the', 'judgement', '']","['s', 'rescue', 'Evidence', 'presented']","['was', 'sentenced', 'to', 'life']","['s', 'rescue', 'Evidence', 'presented', 'in', 'court', 'proved', 'that', 'on', 'hearing', 'the', 'husband', 'was', 'still', 'alive', 'she', 'rushed', 'to', 'the', 'hospital', 'Njue', 'was', 'admitted', 'in', 'an', 'attempt', 'to', 'finish', 'her', 'mission']",0
"(23, 23)","(35, 35)","Ancelotti, along with Jurgen Klopp, are arguably the two biggest named managers out of work at the moment, and while Klopp is favoured by some Reds supporters, Ancelotti already has Premier League experience from his time with Chelsea.   ","['Ancelotti', ',', 'along', 'with', 'Jurgen', 'Klopp', ',', 'are', 'arguably', 'the', 'two', 'biggest', 'named', 'managers', 'out', 'of', 'work', 'at', 'the', 'moment', ',', 'and', 'while', 'Klopp', 'is', 'favoured', 'by', 'some', 'Reds', 'supporters', ',', 'Ancelotti', 'already', 'has', 'Premier', 'League', 'experience', 'from', 'his', 'time', 'with', 'Chelsea', '.', '']","['is', 'favoured', 'by', 'some']","['experience', 'from', 'his', 'time']","['is', 'favoured', 'by', 'some', 'Reds', 'supporters', ',', 'Ancelotti', 'already', 'has', 'Premier']",0
"(31, 32)","(40, 40)","At this period when a presidential declaration that links appointments to the number of votes secured at the polls from specific areas is fast becoming not a misspeak but a Freudian Slip Kyari is not only an asset to President Buhari he is invaluable to Nigeria  As I had cause to argue in the past while making a distinction between ethnicity which promotes harmony in diversity and ethnocentrism which hinders growth and development equity in appointments and opportunities in a plural society such as ours is very important Beyond giving emotional satisfaction and sense of belonging equity is good for social capital national cohesion and development And to the extent that there are obvious gaps to put it mildly in the appointments made so far by President Buhari he definitely needs around him at the Villa credible and fair-minded Nigerians That is the value Abba Kyari brings as Chief of Staff to the President  I wish him every success in his new assignment
","['At', 'this', 'period', 'when', 'a', 'presidential', 'declaration', 'that', 'links', 'appointments', 'to', 'the', 'number', 'of', 'votes', 'secured', 'at', 'the', 'polls', 'from', 'specific', 'areas', 'is', 'fast', 'becoming', 'not', 'a', 'misspeak', 'but', 'a', 'Freudian', 'Slip', 'Kyari', 'is', 'not', 'only', 'an', 'asset', 'to', 'President', 'Buhari', 'he', 'is', 'invaluable', 'to', 'Nigeria', '', 'As', 'I', 'had', 'cause', 'to', 'argue', 'in', 'the', 'past', 'while', 'making', 'a', 'distinction', 'between', 'ethnicity', 'which', 'promotes', 'harmony', 'in', 'diversity', 'and', 'ethnocentrism', 'which', 'hinders', 'growth', 'and', 'development', 'equity', 'in', 'appointments', 'and', 'opportunities', 'in', 'a', 'plural', 'society', 'such', 'as', 'ours', 'is', 'very', 'important', 'Beyond', 'giving', 'emotional', 'satisfaction', 'and', 'sense', 'of', 'belonging', 'equity', 'is', 'good', 'for', 'social', 'capital', 'national', 'cohesion', 'and', 'development', 'And', 'to', 'the', 'extent', 'that', 'there', 'are', 'obvious', 'gaps', 'to', 'put', 'it', 'mildly', 'in', 'the', 'appointments', 'made', 'so', 'far', 'by', 'President', 'Buhari', 'he', 'definitely', 'needs', 'around', 'him', 'at', 'the', 'Villa', 'credible', 'and', 'fair', '-', 'minded', 'Nigerians', 'That', 'is', 'the', 'value', 'Abba', 'Kyari', 'brings', 'as', 'Chief', 'of', 'Staff', 'to', 'the', 'President', '', 'I', 'wish', 'him', 'every', 'success', 'in', 'his', 'new', 'assignment', '']","['is', 'not', 'only', 'an']","['he', 'is', 'invaluable', 'to']","['is', 'not', 'only', 'an', 'asset', 'to', 'President']",0
"(17, 18)","(28, 29)","The upcoming episode will see ice-cream salesman and aspiring singer Andy Taylor serve up mentors Simon Cowell, Rita Ora, Cheryl Fernandez-Versini and Nick Grimshaw some scrumptious vanilla cones, though the sweet treat soon sparks battle.    ","['The', 'upcoming', 'episode', 'will', 'see', 'ice', '-', 'cream', 'salesman', 'and', 'aspiring', 'singer', 'Andy', 'Taylor', 'serve', 'up', 'mentors', 'Simon', 'Cowell', ',', 'Rita', 'Ora', ',', 'Cheryl', 'Fernandez', '-', 'Versini', 'and', 'Nick', 'Grimshaw', 'some', 'scrumptious', 'vanilla', 'cones', ',', 'though', 'the', 'sweet', 'treat', 'soon', 'sparks', 'battle', '.', '']","[',', 'Rita', 'Ora', ',']","['some', 'scrumptious', 'vanilla', 'cones']","[',', 'Rita', 'Ora', ',', 'Cheryl', 'Fernandez', '-', 'Versini', 'and']",0
"(25, 27)","(38, 39)","‘Walt Before Mickey’ tells Disney’s story from 1919 to 1928   Actor Thomas Ian Nicholas stars as Walt Disney   Miami-born Armando Gutierrez Jr. co-wrote, produced and co-stars   Mickey Mouse at Walt Disney World’s Magic Kingdom.","['‘', 'Walt', 'Before', 'Mickey’', 'tells', 'Disney', '’s', 'story', 'from', '1919', 'to', '1928', '', 'Actor', 'Thomas', 'Ian', 'Nicholas', 'stars', 'as', 'Walt', 'Disney', '', 'Miami', '-', 'born', 'Armando', 'Gutierrez', 'Jr.', 'co', '-', 'wrote', ',', 'produced', 'and', 'co', '-', 'stars', '', 'Mickey', 'Mouse', 'at', 'Walt', 'Disney', 'World', '’s', 'Magic', 'Kingdom', '.']","['co', '-', 'wrote', ',']","['at', 'Walt', 'Disney', 'World']","['co', '-', 'wrote', ',', 'produced', 'and', 'co', '-', 'stars', '']",0
"(4, 5)","(19, 20)",American actor and wrestler Dwayne Johnson also known as The Rock is expecting a child with his longtime girlfriend Lauren Hashian     ,"['American', 'actor', 'and', 'wrestler', 'Dwayne', 'Johnson', 'also', 'known', 'as', 'The', 'Rock', 'is', 'expecting', 'a', 'child', 'with', 'his', 'longtime', 'girlfriend', 'Lauren', 'Hashian', '']","['also', 'known', 'as', 'The']",[''],"['also', 'known', 'as', 'The', 'Rock', 'is', 'expecting', 'a', 'child', 'with', 'his', 'longtime', 'girlfriend']",0
"(22, 22)","(61, 61)","Gordon's legal team called the claims ""slanderous and meritless,"" and they filed a response on Tuesday denying that Gordon ""perpetrated the fraud that he had married Bobbi Kristina"" and used that misrepresentation ""to control"" her and ""limit"" her interactions with others in order to ""benefit from her wealth."" Gordon also…
","['Gordon', 's', 'legal', 'team', 'called', 'the', 'claims', '""', 'slanderous', 'and', 'meritless', ',', '""', 'and', 'they', 'filed', 'a', 'response', 'on', 'Tuesday', 'denying', 'that', 'Gordon', '""', 'perpetrated', 'the', 'fraud', 'that', 'he', 'had', 'married', 'Bobbi', 'Kristina', '""', 'and', 'used', 'that', 'misrepresentation', '""', 'to', 'control', '""', 'her', 'and', '""', 'limit', '""', 'her', 'interactions', 'with', 'others', 'in', 'order', 'to', '""', 'benefit', 'from', 'her', 'wealth', '.', '""', 'Gordon', 'also', '…', '']","['""', 'perpetrated', 'the', 'fraud']","['also', '…', '']","['""', 'perpetrated', 'the', 'fraud', 'that', 'he', 'had', 'married', 'Bobbi', 'Kristina', '""', 'and', 'used', 'that', 'misrepresentation', '""', 'to', 'control', '""', 'her', 'and', '""', 'limit', '""', 'her', 'interactions', 'with', 'others', 'in', 'order', 'to', '""', 'benefit', 'from', 'her', 'wealth', '.', '""']",0
"(24, 24)","(26, 26)","NBJ compares revenue growth among the 100 largest companies in Cheatham, Davidson, Dickson, Montgomery, Robertson, Rutherford, Sumner, Williamson and Wilson counties.","['NBJ', 'compares', 'revenue', 'growth', 'among', 'the', '100', 'largest', 'companies', 'in', 'Cheatham', ',', 'Davidson', ',', 'Dickson', ',', 'Montgomery', ',', 'Robertson', ',', 'Rutherford', ',', 'Sumner', ',', 'Williamson', 'and', 'Wilson', 'counties', '.']","['and', 'Wilson', 'counties', '.']","['counties', '.']",['and'],0
"(0, 1)","(42, 43)","Qasim Akram, from Bolton, killed when crane crashed into Grand Mosque The 32-year-old had only just arrived for start of the annual hajj pilgrimage Reports in Mecca suggest that 111 were killed and 331 injured in disaster        Qasim Akram (pictured) was killed when a crane crashed into the Grand Mosque in Mecca on Friday   A British father-of-four who had just arrived in Mecca for his first pilgrimage has been named as one of the victims of the devastating Saudi crane crash victims.   ","['Qasim', 'Akram', ',', 'from', 'Bolton', ',', 'killed', 'when', 'crane', 'crashed', 'into', 'Grand', 'Mosque', 'The', '32-year', '-', 'old', 'had', 'only', 'just', 'arrived', 'for', 'start', 'of', 'the', 'annual', 'hajj', 'pilgrimage', 'Reports', 'in', 'Mecca', 'suggest', 'that', '111', 'were', 'killed', 'and', '331', 'injured', 'in', 'disaster', '', 'Qasim', 'Akram', '(', 'pictured', ')', 'was', 'killed', 'when', 'a', 'crane', 'crashed', 'into', 'the', 'Grand', 'Mosque', 'in', 'Mecca', 'on', 'Friday', '', 'A', 'British', 'father', '-', 'of', '-', 'four', 'who', 'had', 'just', 'arrived', 'in', 'Mecca', 'for', 'his', 'first', 'pilgrimage', 'has', 'been', 'named', 'as', 'one', 'of', 'the', 'victims', 'of', 'the', 'devastating', 'Saudi', 'crane', 'crash', 'victims', '.', '']","[',', 'from', 'Bolton', ',']","['(', 'pictured', ')', 'was']","[',', 'from', 'Bolton', ',', 'killed', 'when', 'crane', 'crashed', 'into', 'Grand', 'Mosque', 'The', '32-year', '-', 'old', 'had', 'only', 'just', 'arrived', 'for', 'start', 'of', 'the', 'annual', 'hajj', 'pilgrimage', 'Reports', 'in', 'Mecca', 'suggest', 'that', '111', 'were', 'killed', 'and', '331', 'injured', 'in', 'disaster', '']",0
"(5, 5)","(7, 8)",Related: Forsaken review – Kiefer and Donald Sutherland play at wild west cowboys   ,"['Related', ':', 'Forsaken', 'review', '–', 'Kiefer', 'and', 'Donald', 'Sutherland', 'play', 'at', 'wild', 'west', 'cowboys', '']","['and', 'Donald', 'Sutherland', 'play']","['play', 'at', 'wild', 'west']",['and'],0
"(71, 71)","(76, 76)","It wasn’t my idea,’ he insisted, ‘two of the receptionists at the surgery told me they had put me forward because I am a bit of a nonconformist and very outdoorsy.’   Ricky has no television in the home near Canterbury that he shares with his wife of ten years, Emma-Jane, 44, a designer, and their three children Molly, 15, Lizzy, ten, and Angus, eight.","['It', 'was', 'n’t', 'my', 'idea,’', 'he', 'insisted', ',', '‘', 'two', 'of', 'the', 'receptionists', 'at', 'the', 'surgery', 'told', 'me', 'they', 'had', 'put', 'me', 'forward', 'because', 'I', 'am', 'a', 'bit', 'of', 'a', 'nonconformist', 'and', 'very', 'outdoorsy.’', '', 'Ricky', 'has', 'no', 'television', 'in', 'the', 'home', 'near', 'Canterbury', 'that', 'he', 'shares', 'with', 'his', 'wife', 'of', 'ten', 'years', ',', 'Emma', '-', 'Jane', ',', '44', ',', 'a', 'designer', ',', 'and', 'their', 'three', 'children', 'Molly', ',', '15', ',', 'Lizzy', ',', 'ten', ',', 'and', 'Angus', ',', 'eight', '.']","[',', 'ten', ',', 'and']","[',', 'eight', '.']","[',', 'ten', ',', 'and']",0
"(29, 32)","(36, 37)","Sisterely love: Meanwhile, Ashley spoke to Mornings earlier this month and revealed that her sister had paved the way for her in her career and personal life   Pink Hope Australia was founded by Krystal Barter, following her own experiences with the disease.   ","['Sisterely', 'love', ':', 'Meanwhile', ',', 'Ashley', 'spoke', 'to', 'Mornings', 'earlier', 'this', 'month', 'and', 'revealed', 'that', 'her', 'sister', 'had', 'paved', 'the', 'way', 'for', 'her', 'in', 'her', 'career', 'and', 'personal', 'life', '', 'Pink', 'Hope', 'Australia', 'was', 'founded', 'by', 'Krystal', 'Barter', ',', 'following', 'her', 'own', 'experiences', 'with', 'the', 'disease', '.', '']","['was', 'founded', 'by', 'Krystal']","[',', 'following', 'her', 'own']","['was', 'founded', 'by']",0
"(11, 12)","(16, 16)","It was this idea which is said to have possibly prompted David Cameron to set up Leveson      Chaired by Lord Justice Leveson (pictured), the Leveson Inquiry had a wide-ranging remit to investigate the ‘culture, practices and ethics of the Press’ and laid bare in excruciating detail the intimate relationships between News International executives and politicians including that between Cameron and Rebekah Brooks   Mr Letwin later cooked up a plan, in agreement with Hacked Off, that was rejected by the newspaper industry, which set up the independent regulator IPSO instead.   ","['It', 'was', 'this', 'idea', 'which', 'is', 'said', 'to', 'have', 'possibly', 'prompted', 'David', 'Cameron', 'to', 'set', 'up', 'Leveson', '', 'Chaired', 'by', 'Lord', 'Justice', 'Leveson', '(', 'pictured', ')', ',', 'the', 'Leveson', 'Inquiry', 'had', 'a', 'wide', '-', 'ranging', 'remit', 'to', 'investigate', 'the', '‘', 'culture', ',', 'practices', 'and', 'ethics', 'of', 'the', 'Press’', 'and', 'laid', 'bare', 'in', 'excruciating', 'detail', 'the', 'intimate', 'relationships', 'between', 'News', 'International', 'executives', 'and', 'politicians', 'including', 'that', 'between', 'Cameron', 'and', 'Rebekah', 'Brooks', '', 'Mr', 'Letwin', 'later', 'cooked', 'up', 'a', 'plan', ',', 'in', 'agreement', 'with', 'Hacked', 'Off', ',', 'that', 'was', 'rejected', 'by', 'the', 'newspaper', 'industry', ',', 'which', 'set', 'up', 'the', 'independent', 'regulator', 'IPSO', 'instead', '.', '']","['to', 'set', 'up', 'Leveson']","['', 'Chaired', 'by', 'Lord']","['to', 'set', 'up']",0
"(7, 7)","(19, 20)","They got engaged in January 2014 and Wright, who has two adult children with her ex-husband Sean Penn, gushed about her new love shortly afterwards.       ","['They', 'got', 'engaged', 'in', 'January', '2014', 'and', 'Wright', ',', 'who', 'has', 'two', 'adult', 'children', 'with', 'her', 'ex', '-', 'husband', 'Sean', 'Penn', ',', 'gushed', 'about', 'her', 'new', 'love', 'shortly', 'afterwards', '.', '']","[',', 'who', 'has', 'two']","[',', 'gushed', 'about', 'her']","[',', 'who', 'has', 'two', 'adult', 'children', 'with', 'her', 'ex', '-', 'husband']",1
"(10, 12)","(33, 33)",Cassidy Little says Sergeant Blackman's life term is disproportionate Lance Corporal Little was blown up by bomb on patrol in Afghanistan  Tour culminated in Sgt Blackman shooting dead a wounded gunman Blackman's family and supporters have launched a fighting fund to support his appeal costs.,"['Cassidy', 'Little', 'says', 'Sergeant', 'Blackman', 's', 'life', 'term', 'is', 'disproportionate', 'Lance', 'Corporal', 'Little', 'was', 'blown', 'up', 'by', 'bomb', 'on', 'patrol', 'in', 'Afghanistan', '', 'Tour', 'culminated', 'in', 'Sgt', 'Blackman', 'shooting', 'dead', 'a', 'wounded', 'gunman', 'Blackman', 's', 'family', 'and', 'supporters', 'have', 'launched', 'a', 'fighting', 'fund', 'to', 'support', 'his', 'appeal', 'costs', '.']","['was', 'blown', 'up', 'by']","['s', 'family', 'and', 'supporters']","['was', 'blown', 'up', 'by', 'bomb', 'on', 'patrol', 'in', 'Afghanistan', '', 'Tour', 'culminated', 'in', 'Sgt', 'Blackman', 'shooting', 'dead', 'a', 'wounded', 'gunman']",0
"(22, 22)","(28, 28)","Evidently my six-month-old baby daughter, Lara — strapped into her car seat alongside her two older brothers Archie, then three, and Oscar, two — had stirred.   ","['Evidently', 'my', 'six', '-', 'month', '-', 'old', 'baby', 'daughter', ',', 'Lara', '—', 'strapped', 'into', 'her', 'car', 'seat', 'alongside', 'her', 'two', 'older', 'brothers', 'Archie', ',', 'then', 'three', ',', 'and', 'Oscar', ',', 'two', '—', 'had', 'stirred', '.', '']","[',', 'then', 'three', ',']","[',', 'two', '—', 'had']","[',', 'then', 'three', ',', 'and']",0
"(28, 28)","(37, 37)","Yummy mummy: Katie was rocking a rather garish leopard print onesie, sparkly boots and a chic pink coat for her play date with her children    Keen animal lover Katie posted another precious picture of Jett kissing one of the feathered friends from her home menagerie alongside the caption, 'Jett loving one of our ducks'.   ","['Yummy', 'mummy', ':', 'Katie', 'was', 'rocking', 'a', 'rather', 'garish', 'leopard', 'print', 'onesie', ',', 'sparkly', 'boots', 'and', 'a', 'chic', 'pink', 'coat', 'for', 'her', 'play', 'date', 'with', 'her', 'children', '', 'Keen', 'animal', 'lover', 'Katie', 'posted', 'another', 'precious', 'picture', 'of', 'Jett', 'kissing', 'one', 'of', 'the', 'feathered', 'friends', 'from', 'her', 'home', 'menagerie', 'alongside', 'the', 'caption', ',', '', 'Jett', 'loving', 'one', 'of', 'our', 'ducks', '', '.', '']","['animal', 'lover', 'Katie', 'posted']","['kissing', 'one', 'of', 'the']","['animal', 'lover', 'Katie', 'posted', 'another', 'precious', 'picture', 'of']",0
"(18, 18)","(43, 44)","Jourdan took off her outerwear to reveal her branded sweater beneath     The 'in' crowd: Suki was sat next to Sienna Miller who was sat next to Kate Moss followed by Cara Delevingne and her girlfriend St. Vincent and then Naomie Harris    
","['Jourdan', 'took', 'off', 'her', 'outerwear', 'to', 'reveal', 'her', 'branded', 'sweater', 'beneath', '', 'The', '', 'in', '', 'crowd', ':', 'Suki', 'was', 'sat', 'next', 'to', 'Sienna', 'Miller', 'who', 'was', 'sat', 'next', 'to', 'Kate', 'Moss', 'followed', 'by', 'Cara', 'Delevingne', 'and', 'her', 'girlfriend', 'St.', 'Vincent', 'and', 'then', 'Naomie', 'Harris', '']","['was', 'sat', 'next', 'to']",[''],"['was', 'sat', 'next', 'to', 'Sienna', 'Miller', 'who', 'was', 'sat', 'next', 'to', 'Kate', 'Moss', 'followed', 'by', 'Cara', 'Delevingne', 'and', 'her', 'girlfriend', 'St.', 'Vincent', 'and', 'then']",0
